player_name,age,minutes_played,field_goal_success,goal_success_3P,goal_success_2P,effective_field_goal,total_rebounds,assist,steal,blocking,points
Aaron Brooks,33.0,189.0,0.406,0.355,0.447,0.486,17.0,20.0,6.0,0.0,75.0
Aaron Gordon,22.0,1909.0,0.434,0.336,0.497,0.5,457.0,136.0,59.0,45.0,1022.0
Aaron Harrison,23.0,233.0,0.275,0.209,0.385,0.341,24.0,11.0,9.0,2.0,60.0
Aaron Jackson,31.0,35.0,0.333,0.25,0.4,0.389,3.0,1.0,0.0,0.0,8.0
Abdel Nader,24.0,522.0,0.336,0.354,0.321,0.413,71.0,26.0,15.0,10.0,146.0
Adreian Payne,26.0,43.0,0.7,0.667,0.714,0.8,9.0,0.0,2.0,0.0,21.0
Al Horford,31.0,2277.0,0.489,0.429,0.514,0.553,530.0,339.0,43.0,78.0,927.0
Al Jefferson,33.0,484.0,0.534,0.0,0.541,0.534,143.0,30.0,16.0,23.0,252.0
Al-Farouq Aminu,27.0,2072.0,0.395,0.369,0.432,0.503,525.0,84.0,79.0,40.0,644.0
Alec Burks,26.0,1059.0,0.411,0.331,0.452,0.467,192.0,67.0,37.0,8.0,494.0
Alec Peters,22.0,225.0,0.378,0.31,0.625,0.5,37.0,12.0,2.0,2.0,82.0
Alex Abrines,24.0,1134.0,0.395,0.38,0.443,0.54,114.0,28.0,38.0,8.0,353.0
Alex Caruso,23.0,562.0,0.431,0.302,0.507,0.487,65.0,75.0,23.0,10.0,134.0
Alex Len,24.0,1395.0,0.566,0.333,0.568,0.567,518.0,82.0,27.0,61.0,587.0
Alfonzo McKinnie,25.0,53.0,0.533,0.333,0.833,0.633,7.0,1.0,1.0,1.0,21.0
Allen Crabbe,25.0,2197.0,0.407,0.378,0.461,0.529,324.0,117.0,47.0,35.0,990.0
Amir Johnson,30.0,1171.0,0.538,0.313,0.57,0.558,330.0,118.0,45.0,44.0,342.0
Andre Drummond,24.0,2625.0,0.529,0.0,0.536,0.529,1247.0,237.0,114.0,127.0,1171.0
Andre Iguodala,34.0,1622.0,0.463,0.282,0.567,0.514,246.0,210.0,54.0,38.0,384.0
Andre Ingram,32.0,64.0,0.471,0.556,0.375,0.618,6.0,7.0,3.0,3.0,24.0
Andre Roberson,26.0,1037.0,0.537,0.222,0.627,0.562,185.0,46.0,45.0,35.0,194.0
Andrew Harrison,23.0,1326.0,0.422,0.331,0.467,0.477,131.0,177.0,38.0,26.0,533.0
Andrew White,24.0,209.0,0.342,0.367,0.292,0.466,34.0,6.0,3.0,1.0,69.0
Andrew Wiggins,22.0,2979.0,0.438,0.331,0.475,0.481,358.0,160.0,91.0,51.0,1452.0
Anthony Davis,24.0,2727.0,0.534,0.34,0.558,0.552,832.0,174.0,115.0,193.0,2110.0
Anthony Tolliver,32.0,1757.0,0.464,0.436,0.561,0.632,241.0,90.0,32.0,21.0,703.0
Antonio Blakeney,21.0,314.0,0.371,0.288,0.418,0.423,33.0,20.0,7.0,1.0,151.0
Antonius Cleveland,23.0,82.0,0.4126666666666667,0.5833333333333334,0.284,0.508,9.333333333333334,1.3333333333333333,4.666666666666667,3.3333333333333335,15.333333333333334
Aron Baynes,31.0,1485.0,0.471,0.143,0.487,0.474,434.0,93.0,22.0,51.0,482.0
Arron Afflalo,32.0,682.0,0.401,0.386,0.413,0.485,66.0,30.0,4.0,9.0,179.0
Austin Rivers,25.0,2057.0,0.424,0.378,0.461,0.508,145.0,242.0,74.0,16.0,920.0
Avery Bradley,27.0,955.3333333333334,0.43199999999999994,0.287,0.4673333333333334,0.4766666666666666,77.33333333333333,62.666666666666664,34.0,5.333333333333333,437.3333333333333
Bam Adebayo,20.0,1368.0,0.512,0.0,0.523,0.512,381.0,101.0,32.0,41.0,477.0
Ben McLemore,24.0,1091.0,0.421,0.346,0.477,0.495,139.0,51.0,38.0,15.0,422.0
Ben Simmons,21.0,2732.0,0.545,0.0,0.551,0.545,659.0,661.0,140.0,70.0,1279.0
Bismack Biyombo,25.0,1495.0,0.52,0.0,0.521,0.52,468.0,66.0,21.0,95.0,468.0
Blake Griffin,28.0,1313.3333333333333,0.43733333333333335,0.34500000000000003,0.48100000000000004,0.49300000000000005,285.3333333333333,222.66666666666666,27.333333333333332,12.0,828.0
Bobby Brown,33.0,115.0,0.328,0.275,0.444,0.422,7.0,11.0,4.0,0.0,50.0
Bobby Portis,22.0,1643.0,0.471,0.359,0.514,0.52,498.0,123.0,50.0,23.0,964.0
Bogdan Bogdanovic,25.0,2175.0,0.446,0.392,0.485,0.529,223.0,258.0,72.0,16.0,917.0
Bojan Bogdanovic,28.0,2464.0,0.474,0.402,0.534,0.565,270.0,119.0,55.0,8.0,1141.0
Bradley Beal,24.0,2977.0,0.46,0.375,0.507,0.527,363.0,373.0,96.0,36.0,1857.0
Brandon Ingram,20.0,1975.0,0.47,0.39,0.483,0.497,314.0,230.0,45.0,43.0,949.0
Brandon Jennings,28.0,205.0,0.375,0.273,0.462,0.438,31.0,44.0,6.0,4.0,73.0
Brandon Paul,26.0,576.0,0.433,0.278,0.548,0.492,68.0,37.0,25.0,7.0,147.0
Briante Weber,25.0,158.0,0.4423333333333333,0.26933333333333337,0.45999999999999996,0.488,23.333333333333332,14.666666666666666,12.0,3.3333333333333335,33.333333333333336
Brice Johnson,23.0,68.0,0.556,0.0,0.594,0.556,22.0,1.5,7.5,4.0,29.5
Brook Lopez,29.0,1735.0,0.465,0.345,0.549,0.536,294.0,126.0,30.0,98.0,961.0
Bruno Caboclo,22.0,103.5,0.3,0.188,0.429,0.35050000000000003,21.5,3.5,2.5,4.0,26.0
Bryn Forbes,24.0,1517.0,0.421,0.39,0.446,0.51,110.0,80.0,28.0,2.0,555.0
Buddy Hield,24.0,2024.0,0.446,0.431,0.457,0.54,307.0,155.0,85.0,22.0,1079.0
C.J. Miles,30.0,1337.0,0.379,0.361,0.434,0.516,152.0,55.0,37.0,21.0,699.0
C.J. Williams,27.0,707.0,0.442,0.282,0.546,0.497,56.0,43.0,31.0,13.0,209.0
CJ McCollum,26.0,2923.0,0.443,0.397,0.465,0.506,321.0,272.0,77.0,35.0,1732.0
Caleb Swanigan,20.0,189.0,0.4,0.125,0.442,0.408,54.0,14.0,5.0,3.0,61.0
Cameron Payne,23.0,582.0,0.405,0.385,0.419,0.486,69.0,113.0,26.0,9.0,221.0
Caris LeVert,23.0,1864.0,0.435,0.347,0.48,0.493,260.0,299.0,82.0,22.0,858.0
Carmelo Anthony,33.0,2501.0,0.404,0.357,0.437,0.476,453.0,103.0,47.0,49.0,1261.0
Cedi Osman,22.0,672.0,0.484,0.368,0.586,0.57,120.0,41.0,22.0,3.0,238.0
Chandler Parsons,29.0,691.0,0.462,0.421,0.504,0.571,90.0,69.0,18.0,11.0,284.0
Channing Frye,34.0,463.3333333333333,0.48433333333333334,0.34400000000000003,0.655,0.5796666666666667,90.0,25.333333333333332,12.0,8.666666666666666,176.0
Charles Cooke,23.0,38.0,0.143,0.125,0.167,0.179,2.0,1.0,1.0,0.0,6.0
Chris McCullough,22.0,90.0,0.429,0.125,0.5,0.44,25.0,4.0,0.0,5.0,46.0
Chris Paul,32.0,1847.0,0.46,0.38,0.532,0.55,313.0,457.0,96.0,14.0,1081.0
Clint Capela,23.0,2034.0,0.652,0.0,0.653,0.652,802.0,68.0,58.0,137.0,1026.0
Cody Zeller,25.0,627.0,0.545,0.667,0.542,0.551,177.0,31.0,14.0,21.0,233.0
Corey Brewer,31.0,805.3333333333334,0.4486666666666667,0.2703333333333333,0.538,0.4996666666666667,102.66666666666667,43.333333333333336,52.666666666666664,9.333333333333334,253.33333333333334
Cory Joseph,26.0,2210.0,0.424,0.353,0.457,0.479,263.0,260.0,80.0,18.0,649.0
Courtney Lee,32.0,2310.0,0.454,0.406,0.482,0.529,224.0,180.0,80.0,17.0,913.0
Cristiano Felicio,25.0,977.0,0.591,0.0,0.596,0.591,233.0,55.0,16.0,11.0,308.0
D'Angelo Russell,21.0,1234.0,0.414,0.324,0.477,0.481,189.0,249.0,36.0,17.0,743.0
D.J. Augustin,30.0,1760.0,0.452,0.419,0.485,0.557,160.0,287.0,54.0,0.0,766.0
D.J. Wilson,21.0,71.0,0.563,0.4,0.636,0.625,10.0,3.0,3.0,1.0,21.0
Damian Lillard,27.0,2670.0,0.439,0.361,0.501,0.519,325.0,481.0,77.0,27.0,1962.0
Damien Wilkins,38.0,152.0,0.333,0.222,0.429,0.385,16.0,9.0,2.0,1.0,33.0
Damion Lee,25.0,404.0,0.408,0.25,0.511,0.457,71.0,29.0,19.0,1.0,161.0
Damyean Dotson,23.0,474.0,0.447,0.324,0.538,0.516,84.0,31.0,12.0,2.0,182.0
Daniel Theis,25.0,936.0,0.541,0.31,0.617,0.579,274.0,56.0,30.0,48.0,331.0
Danilo Gallinari,29.0,671.0,0.398,0.324,0.455,0.469,101.0,41.0,12.0,10.0,321.0
Danny Green,30.0,1791.0,0.387,0.363,0.419,0.49,249.0,110.0,63.0,80.0,600.0
Dante Cunningham,30.0,1041.3333333333333,0.453,0.3506666666666667,0.54,0.5326666666666667,198.66666666666666,32.0,26.0,20.0,278.0
Dante Exum,22.0,235.0,0.483,0.278,0.536,0.511,26.0,43.0,8.0,3.0,114.0
Danuel House,24.0,403.0,0.434,0.259,0.577,0.492,76.0,25.0,7.0,6.0,152.0
Dario Saric,23.0,2310.0,0.453,0.393,0.501,0.541,520.0,202.0,51.0,20.0,1141.0
Darius Miller,27.0,1944.0,0.444,0.411,0.535,0.594,164.0,111.0,28.0,17.0,637.0
Darrell Arthur,29.0,141.0,0.468,0.348,0.583,0.553,15.0,9.0,8.0,3.0,54.0
Darren Collison,30.0,2018.0,0.495,0.468,0.508,0.571,178.0,368.0,92.0,15.0,855.0
Darrun Hilliard,24.0,95.0,0.263,0.0,0.385,0.263,7.0,11.0,2.0,0.0,16.0
David Nwaba,25.0,1646.0,0.478,0.346,0.496,0.499,326.0,104.0,59.0,29.0,555.0
David West,37.0,999.0,0.571,0.375,0.576,0.575,238.0,138.0,47.0,75.0,495.0
Davis Bertans,25.0,1086.0,0.44,0.373,0.588,0.568,153.0,74.0,26.0,28.0,456.0
Davon Reed,22.0,242.0,0.289,0.289,0.289,0.362,39.0,13.0,10.0,2.0,63.0
De'Aaron Fox,20.0,2026.0,0.412,0.307,0.436,0.441,204.0,320.0,70.0,20.0,844.0
DeAndre Liggins,29.0,602.0,0.35750000000000004,0.33199999999999996,0.3875,0.445,62.0,37.5,32.0,12.0,79.0
DeAndre' Bembry,23.0,455.0,0.414,0.367,0.429,0.457,72.0,49.0,21.0,12.0,136.0
DeMar DeRozan,28.0,2711.0,0.456,0.31,0.494,0.488,315.0,417.0,85.0,22.0,1840.0
DeMarcus Cousins,27.0,1737.0,0.47,0.354,0.53,0.53,617.0,257.0,79.0,76.0,1210.0
DeMarre Carroll,31.0,2180.0,0.414,0.371,0.457,0.506,479.0,147.0,59.0,30.0,983.0
Dejounte Murray,21.0,1743.0,0.443,0.265,0.454,0.451,459.0,231.0,97.0,31.0,654.0
Delon Wright,25.0,1433.0,0.465,0.366,0.52,0.53,198.0,200.0,72.0,33.0,555.0
Demetrius Jackson,23.0,48.5,0.5695,0.5715,0.6060000000000001,0.646,6.5,6.5,3.0,0.5,12.0
Dennis Schroder,24.0,2078.0,0.436,0.29,0.48,0.469,208.0,417.0,72.0,6.0,1301.0
Dennis Smith,20.0,2049.0,0.395,0.313,0.435,0.446,260.0,358.0,71.0,18.0,1048.0
Denzel Valentine,24.0,2095.0,0.417,0.386,0.45,0.517,393.0,244.0,65.0,11.0,783.0
Derrick Favors,26.0,2153.0,0.563,0.222,0.596,0.573,552.0,102.0,54.0,82.0,944.0
Derrick Jones,20.0,163.33333333333334,0.428,0.11833333333333333,0.6663333333333333,0.44766666666666666,25.333333333333332,6.0,2.6666666666666665,8.666666666666666,40.666666666666664
Derrick Rose,29.0,280.0,0.43333333333333335,0.21666666666666667,0.47100000000000003,0.4503333333333333,23.333333333333332,24.666666666666668,4.666666666666667,2.6666666666666665,139.33333333333334
Derrick Walton,22.0,147.0,0.32,0.412,0.125,0.46,16.0,16.0,7.0,3.0,29.0
Derrick White,23.0,139.0,0.485,0.615,0.4,0.606,26.0,9.0,4.0,3.0,54.0
Devin Booker,21.0,1865.0,0.432,0.383,0.46,0.501,244.0,253.0,47.0,14.0,1346.0
Devin Harris,34.0,893.3333333333334,0.41100000000000003,0.3476666666666666,0.48033333333333333,0.5003333333333333,84.66666666666667,101.33333333333333,31.333333333333332,8.0,396.6666666666667
Dewayne Dedmon,28.0,1542.0,0.524,0.355,0.595,0.577,489.0,90.0,40.0,51.0,617.0
Dillon Brooks,22.0,2350.0,0.44,0.356,0.484,0.501,257.0,135.0,73.0,17.0,898.0
Dion Waiters,26.0,918.0,0.398,0.306,0.463,0.461,77.0,113.0,23.0,9.0,429.0
Dirk Nowitzki,39.0,1900.0,0.456,0.409,0.494,0.547,438.0,120.0,43.0,45.0,927.0
Domantas Sabonis,21.0,1810.0,0.514,0.351,0.524,0.524,572.0,151.0,40.0,32.0,861.0
Donovan Mitchell,21.0,2638.0,0.437,0.34,0.502,0.506,296.0,291.0,118.0,27.0,1616.0
Dorian Finney-Smith,24.0,448.0,0.38,0.299,0.481,0.463,75.0,26.0,10.0,4.0,123.0
Doug McDermott,26.0,1178.6666666666667,0.4683333333333333,0.43566666666666665,0.4916666666666667,0.5613333333333334,133.33333333333334,52.666666666666664,12.666666666666666,10.666666666666666,420.0
Dragan Bender,20.0,2069.0,0.386,0.366,0.426,0.508,361.0,130.0,22.0,53.0,531.0
Draymond Green,27.0,2287.0,0.454,0.301,0.562,0.516,535.0,508.0,95.0,91.0,773.0
Dwayne Bacon,22.0,713.0,0.375,0.256,0.409,0.404,124.0,38.0,16.0,2.0,175.0
Dwight Buycks,28.0,427.0,0.414,0.333,0.438,0.452,41.0,59.0,19.0,2.0,215.0
Dwight Howard,32.0,2463.0,0.555,0.143,0.559,0.556,1012.0,105.0,48.0,131.0,1347.0
Dwight Powell,26.0,1672.0,0.593,0.333,0.656,0.626,444.0,91.0,67.0,32.0,671.0
Dwyane Wade,36.0,1024.0,0.434,0.27899999999999997,0.46466666666666673,0.457,168.0,152.0,40.666666666666664,31.333333333333332,510.0
E'Twaun Moore,28.0,2586.0,0.508,0.425,0.556,0.585,238.0,187.0,79.0,12.0,1022.0
Ed Davis,28.0,1471.0,0.582,0.0,0.584,0.582,575.0,40.0,32.0,52.0,414.0
Ekpe Udoh,30.0,810.0,0.5,0.0,0.504,0.5,150.0,53.0,43.0,74.0,162.0
Elfrid Payton,23.0,1205.3333333333333,0.48266666666666663,0.2996666666666667,0.5106666666666667,0.5033333333333334,182.66666666666666,262.0,55.333333333333336,14.666666666666666,531.3333333333334
Emmanuel Mudiay,21.0,830.0,0.38566666666666666,0.2956666666666667,0.41566666666666663,0.42766666666666664,101.33333333333333,137.33333333333334,27.333333333333332,7.333333333333333,368.6666666666667
Enes Kanter,25.0,1830.0,0.592,0.0,0.594,0.592,780.0,105.0,36.0,37.0,1000.0
Eric Bledsoe,28.0,1548.0,0.44966666666666666,0.33466666666666667,0.513,0.5086666666666667,189.33333333333334,246.66666666666666,99.33333333333333,28.0,875.3333333333334
Eric Gordon,29.0,2154.0,0.428,0.359,0.544,0.54,170.0,154.0,44.0,27.0,1243.0
Ersan Ilyasova,30.0,1152.6666666666667,0.45,0.36000000000000004,0.5123333333333333,0.5233333333333333,270.0,60.0,40.666666666666664,17.333333333333332,500.0
Evan Fournier,25.0,1837.0,0.459,0.379,0.516,0.538,180.0,165.0,47.0,16.0,1013.0
Evan Turner,29.0,2034.0,0.447,0.318,0.485,0.484,244.0,173.0,47.0,29.0,649.0
Frank Kaminsky,24.0,1835.0,0.429,0.38,0.459,0.501,288.0,129.0,36.0,19.0,873.0
Frank Mason,23.0,984.0,0.379,0.36,0.384,0.42,130.0,147.0,34.0,10.0,413.0
Frank Ntilikina,19.0,1706.0,0.364,0.318,0.385,0.414,177.0,250.0,65.0,18.0,463.0
Fred VanVleet,23.0,1520.0,0.426,0.414,0.437,0.525,184.0,243.0,68.0,19.0,656.0
Furkan Korkmaz,20.0,80.0,0.286,0.294,0.273,0.375,11.0,4.0,2.0,1.0,23.0
Garrett Temple,31.0,1615.0,0.418,0.392,0.442,0.512,152.0,124.0,57.0,27.0,547.0
Gary Harris,23.0,2304.0,0.485,0.396,0.553,0.57,176.0,194.0,122.0,15.0,1170.0
Gary Payton,25.0,147.33333333333334,0.4046666666666667,0.23833333333333337,0.49266666666666664,0.4443333333333333,29.333333333333332,14.0,4.666666666666667,2.0,46.0
George Hill,31.0,1208.0,0.45766666666666667,0.40633333333333327,0.49300000000000005,0.539,120.66666666666667,124.0,40.666666666666664,18.0,444.6666666666667
Georges Niang,24.0,32.0,0.364,0.0,0.571,0.364,9.0,3.0,2.0,0.0,9.0
Gerald Green,32.0,929.0,0.407,0.369,0.504,0.54,133.0,25.0,24.0,15.0,497.0
Gian Clavell,24.0,64.0,0.333,0.4,0.0,0.5,7.0,3.0,2.0,0.0,20.0
Giannis Antetokounmpo,23.0,2756.0,0.529,0.307,0.554,0.545,753.0,361.0,109.0,106.0,2014.0
Glenn Robinson,24.0,338.0,0.424,0.412,0.431,0.506,37.0,17.0,13.0,1.0,95.0
Goran Dragic,31.0,2378.0,0.45,0.37,0.481,0.502,307.0,359.0,63.0,12.0,1296.0
Gorgui Dieng,28.0,1333.0,0.479,0.311,0.511,0.504,360.0,71.0,45.0,39.0,470.0
Guerschon Yabusele,22.0,235.0,0.426,0.324,0.583,0.525,52.0,16.0,4.0,5.0,79.0
Harrison Barnes,25.0,2634.0,0.445,0.357,0.478,0.494,468.0,152.0,49.0,14.0,1452.0
Hassan Whiteside,28.0,1364.0,0.54,1.0,0.538,0.542,618.0,54.0,37.0,94.0,754.0
Henry Ellenson,21.0,329.0,0.363,0.333,0.384,0.432,81.0,20.0,5.0,0.0,151.0
Ian Clark,26.0,1455.0,0.448,0.318,0.533,0.511,127.0,110.0,33.0,10.0,551.0
Ian Mahinmi,31.0,1145.0,0.556,0.0,0.561,0.556,312.0,53.0,38.0,42.0,366.0
Iman Shumpert,27.0,276.0,0.379,0.269,0.469,0.44,41.0,17.0,9.0,4.0,62.0
Isaiah Canaan,26.0,420.0,0.381,0.333,0.426,0.4615,44.5,76.0,16.0,1.0,172.0
Isaiah Hicks,23.0,240.0,0.458,0.222,0.492,0.472,41.0,16.0,2.0,4.0,80.0
Isaiah Taylor,23.0,1167.0,0.418,0.25,0.461,0.444,94.0,206.0,34.0,10.0,445.0
Isaiah Thomas,28.0,574.6666666666666,0.37233333333333335,0.291,0.4386666666666667,0.43733333333333335,44.666666666666664,102.0,10.0,2.0,324.0
Isaiah Whitehead,22.0,180.0,0.465,0.389,0.485,0.506,26.0,20.0,8.0,2.0,100.0
Ish Smith,29.0,2043.0,0.486,0.347,0.506,0.507,224.0,360.0,64.0,20.0,894.0
Ivica Zubac,20.0,410.0,0.5,0.0,0.504,0.5,123.0,25.0,8.0,15.0,161.0
J.J. Barea,33.0,1603.0,0.439,0.367,0.499,0.522,201.0,434.0,35.0,3.0,801.0
J.J. Redick,33.0,2116.0,0.46,0.42,0.504,0.569,178.0,210.0,35.0,6.0,1198.0
J.R. Smith,32.0,2244.0,0.403,0.375,0.453,0.524,235.0,141.0,68.0,11.0,662.0
JaKarr Sampson,24.0,344.0,0.543,0.5,0.549,0.574,78.0,9.0,8.0,22.0,103.0
JaMychal Green,27.0,1542.0,0.457,0.339,0.499,0.501,464.0,79.0,32.0,25.0,569.0
JaVale McGee,30.0,615.0,0.621,0.0,0.638,0.621,169.0,33.0,21.0,57.0,310.0
Jabari Bird,23.0,115.0,0.577,0.429,0.632,0.635,19.0,8.0,3.0,1.0,39.0
Jabari Parker,22.0,743.0,0.482,0.383,0.514,0.529,151.0,59.0,25.0,10.0,391.0
Jacob Wiley,23.0,33.0,0.25,0.5,0.0,0.375,11.0,2.0,1.0,0.0,4.0
Jae Crowder,27.0,1393.3333333333333,0.40266666666666673,0.32233333333333336,0.486,0.48466666666666663,183.33333333333334,66.0,42.666666666666664,14.0,515.3333333333334
Jahlil Okafor,22.0,340.5,0.562,0.25,0.5714999999999999,0.5660000000000001,80.5,11.5,3.0,17.0,171.0
Jake Layman,23.0,160.0,0.298,0.2,0.37,0.34,16.0,11.0,6.0,4.0,34.0
Jakob Poeltl,22.0,1524.0,0.659,0.5,0.66,0.66,393.0,57.0,39.0,100.0,567.0
Jalen Jones,24.0,120.66666666666667,0.341,0.5816666666666667,0.26366666666666666,0.4306666666666667,25.333333333333332,2.6666666666666665,3.3333333333333335,0.6666666666666666,49.333333333333336
Jamal Crawford,37.0,1653.0,0.415,0.331,0.477,0.485,99.0,185.0,40.0,9.0,822.0
Jamal Murray,20.0,2565.0,0.451,0.378,0.502,0.529,297.0,274.0,79.0,28.0,1352.0
Jameer Nelson,35.0,675.3333333333334,0.36033333333333334,0.25533333333333336,0.4376666666666667,0.425,69.33333333333333,119.33333333333333,18.0,2.6666666666666665,164.66666666666666
Jamel Artis,25.0,279.0,0.392,0.276,0.46,0.443,38.0,18.0,2.0,3.0,77.0
James Ennis,27.0,1069.3333333333333,0.4723333333333333,0.3313333333333333,0.5673333333333334,0.5386666666666667,149.33333333333334,47.333333333333336,31.333333333333332,12.0,341.3333333333333
James Harden,28.0,2551.0,0.449,0.367,0.531,0.541,389.0,630.0,126.0,50.0,2191.0
James Johnson,30.0,1943.0,0.503,0.308,0.587,0.55,358.0,280.0,70.0,51.0,788.0
James Young,22.0,61.0,0.357,0.3,0.5,0.464,2.0,2.0,0.0,0.0,17.0
Jamil Wilson,27.0,274.0,0.469,0.429,0.611,0.636,32.0,10.0,5.0,8.0,105.0
Jared Dudley,32.0,686.0,0.393,0.363,0.452,0.512,94.0,78.0,24.0,11.0,152.0
Jarell Martin,23.0,1661.0,0.446,0.347,0.47,0.48,318.0,73.0,39.0,49.0,565.0
Jarrett Allen,19.0,1441.0,0.589,0.333,0.599,0.596,388.0,49.0,28.0,88.0,587.0
Jarrett Jack,34.0,1548.0,0.427,0.291,0.459,0.455,191.0,348.0,35.0,4.0,466.0
Jason Smith,31.0,285.0,0.391,0.125,0.494,0.409,53.0,14.0,3.0,13.0,113.0
Jason Terry,40.0,814.0,0.383,0.348,0.487,0.513,48.0,59.0,42.0,13.0,166.0
Jawun Evans,21.0,778.0,0.352,0.278,0.372,0.381,84.0,100.0,36.0,6.0,231.0
Jaylen Brown,21.0,2152.0,0.465,0.395,0.507,0.54,346.0,114.0,70.0,26.0,1017.0
Jayson Tatum,19.0,2438.0,0.475,0.434,0.492,0.538,402.0,128.0,83.0,58.0,1112.0
Jeff Green,31.0,1828.0,0.477,0.312,0.54,0.52,246.0,99.0,41.0,34.0,846.0
Jeff Teague,29.0,2311.0,0.446,0.368,0.477,0.499,209.0,492.0,102.0,23.0,994.0
Jeff Withey,27.0,39.0,0.375,0.2,0.667,0.438,10.0,0.0,0.0,3.0,15.0
Jerami Grant,23.0,1647.0,0.535,0.291,0.613,0.57,319.0,57.0,31.0,77.0,682.0
Jeremy Lamb,25.0,1967.0,0.457,0.37,0.495,0.513,324.0,186.0,61.0,32.0,1033.0
Jeremy Lin,29.0,25.0,0.417,0.5,0.4,0.458,0.0,4.0,0.0,0.0,18.0
Jerian Grant,25.0,1686.0,0.416,0.326,0.468,0.476,172.0,342.0,63.0,8.0,619.0
Jerryd Bayless,29.0,925.0,0.416,0.37,0.474,0.519,80.0,54.0,23.0,6.0,307.0
Jimmy Butler,28.0,2164.0,0.474,0.35,0.509,0.512,314.0,288.0,116.0,24.0,1307.0
Jodie Meeks,30.0,1119.0,0.399,0.343,0.464,0.491,126.0,70.0,29.0,4.0,487.0
Joe Harris,26.0,1975.0,0.491,0.419,0.589,0.612,260.0,128.0,35.0,20.0,846.0
Joe Ingles,30.0,2578.0,0.467,0.44,0.516,0.609,344.0,392.0,90.0,20.0,940.0
Joe Johnson,36.0,803.3333333333334,0.4023333333333334,0.2763333333333334,0.48866666666666664,0.4586666666666666,114.66666666666667,55.333333333333336,12.0,4.666666666666667,248.0
Joe Young,25.0,558.0,0.43,0.379,0.458,0.497,63.0,39.0,14.0,1.0,207.0
Joel Bolomboy,24.0,38.0,0.5,0.0,0.6,0.5,10.0,0.0,2.0,0.0,9.0
Joel Embiid,23.0,1912.0,0.483,0.308,0.527,0.514,690.0,199.0,40.0,111.0,1445.0
Joffrey Lauvergne,26.0,534.0,0.516,0.0,0.53,0.516,171.0,41.0,9.0,3.0,226.0
John Collins,20.0,1785.0,0.576,0.34,0.598,0.591,541.0,98.0,47.0,80.0,777.0
John Henson,27.0,1970.0,0.572,0.143,0.578,0.573,513.0,114.0,45.0,109.0,665.0
John Holland,29.0,174.0,0.288,0.306,0.261,0.381,24.0,5.0,7.0,2.0,54.0
John Wall,27.0,1410.0,0.42,0.371,0.436,0.466,150.0,393.0,57.0,45.0,797.0
Johnathan Motley,22.0,176.0,0.533,0.167,0.565,0.54,49.0,7.0,3.0,2.0,96.0
Johnny O'Bryant,24.0,379.0,0.398,0.326,0.422,0.439,93.0,14.0,9.0,6.0,171.0
Jon Leuer,28.0,136.0,0.417,0.0,0.455,0.417,32.0,5.0,1.0,3.0,43.0
Jonas Jerebko,30.0,1134.0,0.466,0.414,0.511,0.562,246.0,42.0,24.0,12.0,429.0
Jonas Valanciunas,25.0,1727.0,0.568,0.405,0.587,0.59,660.0,81.0,29.0,69.0,980.0
Jonathan Isaac,20.0,536.0,0.379,0.348,0.394,0.434,99.0,18.0,33.0,30.0,145.0
Jonathon Simmons,28.0,2029.0,0.465,0.338,0.512,0.511,239.0,171.0,58.0,16.0,962.0
Jordan Bell,23.0,809.0,0.627,0.0,0.641,0.627,207.0,102.0,35.0,56.0,262.0
Jordan Clarkson,25.0,1258.6666666666667,0.45166666666666666,0.361,0.49699999999999994,0.5136666666666666,144.66666666666666,147.33333333333334,38.666666666666664,4.0,749.3333333333334
Jordan Crawford,29.0,53.0,0.444,0.571,0.308,0.593,4.0,13.0,1.0,1.0,33.0
